dt_gmt8,cum_bankroll
2025-06-21 18:00:00+00:00,47527083.48
2025-06-21 18:00:00+00:00,48626147.29
2025-06-21 18:00:00+00:00,58430.81
2025-06-21 18:00:00+00:00,59710.39
2025-06-22 17:00:00+00:00,58338.61
2025-06-22 17:00:00+00:00,22448.91
2025-06-22 17:00:00+00:00,311183068.55
2025-06-22 17:00:00+00:00,69816.19
2025-06-22 17:00:00+00:00,33592.62
2025-06-22 17:30:00+00:00,41616.60
2025-06-22 17:30:00+00:00,34938.89
2025-06-22 17:30:00+00:00,67303750.40
2025-06-22 17:30:00+00:00,22859.33
2025-06-25 18:00:00+00:00,33191.95
2025-06-25 18:00:00+00:00,63938562.88
2025-06-25 18:00:00+00:00,57044.41
2025-06-25 18:00:00+00:00,30567.68
2025-06-25 18:00:00+00:00,71044774.90
2025-06-25 18:00:00+00:00,61875.94
2025-06-25 18:00:00+00:00,50230.97
2025-06-25 18:00:00+00:00,52492.29
2025-06-25 18:00:00+00:00,56695.35
2025-06-25 18:00:00+00:00,56938.66
2025-06-25 18:00:00+00:00,68280.90
2025-06-25 18:00:00+00:00,40035.50
2025-06-25 18:00:00+00:00,27990.14
2025-06-25 18:00:00+00:00,69882.03
2025-06-25 18:00:00+00:00,31909.33
2025-06-25 18:00:00+00:00,102888.79
2025-06-25 18:00:00+00:00,55327.99
2025-06-25 18:00:00+00:00,73305.17
2025-06-25 18:00:00+00:00,31882.76
2025-06-25 18:00:00+00:00,45292.65
2025-06-25 18:00:00+00:00,42050.13
2025-06-25 18:00:00+00:00,29567.63
2025-06-25 18:00:00+00:00,58822.39
2025-06-25 18:00:00+00:00,45745.74
2025-06-25 18:00:00+00:00,32725.06
2025-06-25 18:00:00+00:00,50215.37
2025-06-25 18:00:00+00:00,299018214.96
2025-06-25 18:00:00+00:00,39667.84
2025-06-25 18:00:00+00:00,56755.78
2025-06-25 18:00:00+00:00,71344.99
2025-06-25 18:00:00+00:00,46520556.48
2025-06-25 18:00:00+00:00,55421.68
2025-06-25 18:00:00+00:00,28516.36
2025-06-25 18:00:00+00:00,31381.03
2025-06-25 18:00:00+00:00,21716.36
2025-06-25 18:00:00+00:00,44204.60
2025-06-25 18:30:00+00:00,30935.13
2025-06-25 18:30:00+00:00,66895721.41
2025-06-25 18:30:00+00:00,54920.06
2025-06-25 18:30:00+00:00,32832.40
2025-06-25 18:30:00+00:00,107647.40
2025-06-25 18:30:00+00:00,72559.37
2025-06-25 18:30:00+00:00,41887.14
2025-06-25 18:30:00+00:00,57893.71
2025-06-25 18:30:00+00:00,72509081.92
2025-06-25 18:30:00+00:00,29835.24
2025-06-25 18:30:00+00:00,52082.23
2025-06-25 18:30:00+00:00,307541360.88
2025-06-25 18:30:00+00:00,59380.74
2025-06-25 18:30:00+00:00,47861.48
2025-06-25 18:30:00+00:00,76695.53
2025-06-25 18:30:00+00:00,71504.76
2025-06-25 18:30:00+00:00,43994.95
2025-06-25 18:30:00+00:00,61542.93
2025-06-25 18:30:00+00:00,57984.94
