datetime_gmt8,league,league_short,league_flag,league_color,home_name,away_name,odds_1,odds_x,odds_2,league_tier,competition_type,is_future,status,ah_line_home,ah_line_away,ah_odds_home,ah_odds_away,home_score,away_score,has_recommendation,rec_text,line,rec_odds,ev,confidence,kings_call,kings_call_agreement,primary_signal,secondary_signal
2025-09-22 00:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Elche CF,Real Oviedo,1.9,3.0,4.5,1,league,False,complete,-0.75,0.75,1.925,1.925,1,0,False,,0.0,0.0,0.0,,,,,
2025-09-22 01:00:00,Portugal Liga NOS,Liga NOS,🇵🇹,#046a38,Gil Vicente,GD Estoril Praia,2.05,3.25,3.7,2,league,False,complete,-0.5,0.5,1.925,1.925,2,0,False,,0.0,0.0,0.0,,,,,
2025-09-22 01:30:00,Germany Bundesliga,Bundesliga,🇩🇪,#d20515,Borussia Dortmund,Wolfsburg,1.55,4.6,5.0,1,league,False,complete,-1.0,1.0,1.925,1.925,1,0,False,,0.0,0.0,0.0,,,,,
2025-09-22 02:45:00,Italy Serie A,Serie A,🇮🇹,#024494,Inter Milan,Sassuolo,1.31,5.75,9.74,1,league,False,complete,-1.5,1.5,1.925,1.925,2,1,False,,0.0,0.0,0.0,,,,,
2025-09-22 03:00:00,Spain La Liga,La Liga,🇪🇸,#ee8900,FC Barcelona,Getafe CF,1.29,5.75,9.75,1,league,False,complete,-1.5,1.5,1.925,1.925,3,0,False,,0.0,0.0,0.0,,,,,
2025-09-22 03:30:00,Portugal Liga NOS,Liga NOS,🇵🇹,#046a38,Casa Pia,Famalicão,3.5,3.16,2.25,2,league,False,complete,0.5,-0.5,1.925,1.925,1,1,False,,0.0,0.0,0.0,,,,,
2025-09-23 01:00:00,Denmark Superliga,Superliga,🇩🇰,#c8102e,Randers,Nordsjælland,2.28,3.25,2.67,3,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 02:00:00,France Ligue 1,Ligue 1,🇫🇷,#dae025,Olympique Marseille,PSG,3.99,3.99,1.85,1,league,True,incomplete,0.5,-0.5,1.925,1.925,0,0,True,PSG -0.5,-0.5,1.925,0.3672569186920345,High,"Agree: PSG's ruthless form (14 wins in 17 vs OM) and Enrique's tactical edge overpower Marseille's home streak in this heated Classique, making -0.5 a sharp play at 1.93.",Agree,kings-call,value
2025-09-23 02:45:00,Italy Serie A,Serie A,🇮🇹,#024494,Napoli,Pisa,1.25,5.6,12.5,1,league,True,incomplete,-1.75,1.75,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 03:00:00,England Championship,Championship,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#004225,Millwall,Watford,2.12,3.15,3.5,2,league,True,incomplete,-0.5,0.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 03:15:00,Portugal Liga NOS,Liga NOS,🇵🇹,#046a38,Sporting CP,Moreirense FC,1.19,7.0,15.0,2,league,True,incomplete,-2.0,2.0,1.925,1.925,0,0,True,Moreirense FC +2.0,2.0,1.925,0.6070400003996942,High,,,kings-call,value
2025-09-23 13:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Albirex Niigata,Nagoya Grampus,2.86,3.11,2.23,3,league,True,incomplete,0.25,-0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 17:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Kashima Antlers,Cerezo Osaka,2.21,3.3,2.75,3,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 17:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Tokyo,Avispa Fukuoka,2.27,2.99,2.9,3,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 17:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Shimizu S-Pulse,Urawa Reds,2.48,3.25,2.45,3,league,True,incomplete,0.0,-0.0,1.925,1.925,0,0,True,Urawa Reds -0.0,-0.0,1.925,0.1944308384274491,High,,,kings-call,value
2025-09-23 17:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Fagiano Okayama,Yokohama,2.35,2.89,2.87,3,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 18:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Kashiwa Reysol,Sanfrecce Hiroshima,2.47,3.1,2.56,3,league,True,incomplete,0.0,-0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 18:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Shonan Bellmare,Kawasaki Frontale,3.89,3.57,1.71,3,league,True,incomplete,0.75,-0.75,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 18:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Kyoto Sanga,Machida Zelvia,3.09,3.08,2.12,3,league,True,incomplete,0.25,-0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 18:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Gamba Osaka,Yokohama F. Marinos,1.83,3.45,3.53,3,league,True,incomplete,-0.5,0.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-23 18:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Vissel Kobe,Tokyo Verdy,1.6,3.35,5.1,3,league,True,incomplete,-0.75,0.75,1.925,1.925,0,0,True,Tokyo Verdy +0.75,0.75,1.925,0.1139515332174082,High,,,hot-pick,value
2025-09-24 01:00:00,Spain La Liga,La Liga,🇪🇸,#ee8900,RCD Espanyol,Valencia CF,2.25,3.22,3.25,1,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,True,Valencia CF +0.25,0.25,1.925,0.1219238726396663,High,,,hot-pick,value
